ifInOctets11,ifOutOctets11,ifOutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class
562690954,243924245,23,3961702,0,1500,1750154,0,5594869,12814028,7038389,1948,3130,54,1982,5095,1400960,332506,1664,7944403,37909146,37908047,19215002,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
562692365,243926344,23,3961715,0,1500,1750171,0,5594869,12814040,7038402,1948,3130,54,1982,5095,1401044,332582,1664,7944403,37909232,37908133,19215089,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
571100780,243961388,23,3968654,0,1500,1750600,0,5594869,12814057,7038420,1948,3130,53,1982,5095,1401112,332650,1664,7944403,37910009,37908234,19215195,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
574548739,244089726,23,3970954,0,1500,1751758,0,5594869,12814091,7038453,1948,3132,52,1982,5095,1401208,332732,1664,7944403,37911336,37908342,19215294,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
575948478,244101340,23,3971005,0,1500,1751837,0,5594869,12814150,7038517,1948,3132,52,1982,5095,1401395,332813,1664,7944403,37911480,37908486,19215434,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
575960858,244104665,23,3971069,0,1500,1751855,0,5594869,12814167,7038534,1948,3132,52,1982,5095,1401487,332881,1664,7944403,37911574,37908580,19215524,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
575966721,244113667,23,3971102,0,1500,1751877,0,5594869,12814176,7038544,1948,3132,52,1982,5095,1401591,332971,1664,7944403,37911662,37908668,19215618,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
575970932,244120189,23,3971137,0,1500,1751910,0,5594869,12814193,7038562,1948,3132,52,1982,5095,1401668,333053,1664,7944403,37911753,37908759,19215716,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
575976032,244126344,23,3971161,0,1500,1751944,0,5594869,12814221,7038590,1948,3132,52,1982,5095,1401740,333131,1664,7944403,37911851,37908857,19215822,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576072820,244158016,23,3971268,0,1500,1752027,0,5594869,12814239,7038608,1948,3132,52,1982,5095,1401906,333268,1664,7944403,37912038,37909044,19215979,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576155221,244173007,23,3971363,0,1500,1752095,0,5594869,12814297,7038662,1948,3133,53,1982,5096,1401974,333336,1664,7944403,37912163,37909169,19216101,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576156963,244173723,23,3971382,0,1500,1752103,0,5594869,12814303,7038668,1948,3133,53,1982,5096,1402042,333404,1664,7944403,37912237,37909243,19216175,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576158998,244174901,23,3971396,0,1500,1752115,0,5594869,12814316,7038681,1948,3133,53,1982,5096,1402112,333474,1664,7944403,37912318,37909324,19216256,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576161500,244176130,23,3971414,0,1500,1752128,0,5594869,12814330,7038695,1948,3133,53,1982,5096,1402192,333548,1664,7944403,37912415,37909421,19216354,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576170167,244179072,23,3971457,0,1500,1752152,0,5594869,12814347,7038713,1948,3133,52,1982,5096,1402384,333618,1664,7944403,37912512,37909518,19216439,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576174679,244180446,23,3971484,0,1500,1752167,0,5594869,12814384,7038753,1948,3133,53,1982,5097,1402468,333688,1664,7944403,37912621,37909627,19216546,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576190245,244192367,23,3971549,0,1500,1752234,0,5594869,12814422,7038793,1948,3133,52,1982,5097,1402546,333756,1664,7944403,37912723,37909729,19216649,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576194376,244194218,23,3971572,0,1500,1752253,0,5594869,12814439,7038810,1948,3133,52,1982,5097,1402618,333824,1664,7944403,37912811,37909817,19216735,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576197146,244195791,23,3971584,0,1500,1752268,0,5594869,12814453,7038824,1948,3133,52,1982,5097,1402710,333898,1664,7944403,37912895,37909901,19216819,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576199253,244197168,23,3971604,0,1500,1752282,0,5594869,12814461,7038833,1948,3133,52,1982,5097,1402794,333968,1664,7944403,37912978,37909984,19216900,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576202272,244198585,23,3971627,0,1500,1752297,0,5594869,12814477,7038849,1948,3133,51,1983,5097,1402862,334036,1664,7944403,37913063,37910069,19216985,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576205284,244200048,23,3971650,0,1500,1752312,0,5594869,12814488,7038860,1948,3133,51,1983,5097,1402946,334104,1664,7944403,37913152,37910158,19217066,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576211714,244201481,23,3971677,0,1500,1752327,0,5594869,12814502,7038876,1948,3133,52,1983,5098,1403016,334174,1664,7944403,37913239,37910245,19217158,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576215632,244204242,23,3971704,0,1500,1752353,0,5594869,12814567,7038931,1948,3139,52,1983,5099,1403084,334242,1664,7944403,37913369,37910375,19217281,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576391586,244217989,23,3971903,0,1500,1752450,0,5594869,12814621,7038984,1948,3139,52,1983,5099,1403168,334326,1664,7944403,37913507,37910513,19217416,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576465948,244233154,23,3971968,0,1500,1752498,0,5594869,12814654,7039017,1948,3139,52,1983,5099,1403239,334396,1664,7944403,37913609,37910615,19217518,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576468243,244234355,23,3971980,0,1500,1752510,0,5594869,12814667,7039030,1948,3139,52,1983,5099,1403319,334470,1664,7944403,37913694,37910700,19217603,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576509432,244241440,23,3972036,0,1500,1752555,0,5594869,12814704,7039070,1948,3140,52,1983,5099,1403391,334540,1664,7944403,37913803,37910809,19217716,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576514111,244243993,23,3972063,0,1500,1752582,0,5594869,12814727,7039094,1948,3140,52,1983,5099,1403461,334610,1664,7944403,37913896,37910902,19217809,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576516046,244245695,23,3972082,0,1500,1752599,0,5594869,12814743,7039111,1948,3140,52,1983,5099,1403529,334678,1664,7944403,37913978,37910984,19217892,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576529354,244250408,23,3972119,0,1500,1752634,0,5594869,12814774,7039143,1948,3141,53,1983,5100,1403600,334750,1664,7944403,37914090,37911096,19218007,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576533767,244253410,23,3972150,0,1500,1752664,0,5594871,12814805,7039174,1948,3141,52,1983,5100,1403692,334824,1664,7944403,37914185,37911191,19218102,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576536886,244255003,23,3972168,0,1500,1752681,0,5594871,12814815,7039185,1948,3141,52,1983,5100,1403762,334894,1664,7944403,37914264,37911270,19218182,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576538314,244255656,23,3972183,0,1500,1752688,0,5594871,12814820,7039190,1948,3141,52,1983,5100,1403830,334962,1664,7944403,37914341,37911347,19218259,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576539659,244257137,23,3972198,0,1500,1752703,0,5594871,12814833,7039205,1948,3141,51,1983,5100,1403898,335030,1664,7944403,37914419,37911425,19218339,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576540973,244258127,23,3972207,0,1500,1752713,0,5594871,12814842,7039214,1948,3141,51,1983,5100,1403968,335100,1664,7944403,37914496,37911502,19218416,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576543327,244259383,23,3972220,0,1500,1752726,0,5594871,12814852,7039224,1948,3141,51,1983,5100,1404036,335168,1664,7944403,37914574,37911580,19218496,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576546133,244261206,23,3972246,0,1500,1752745,0,5594871,12814870,7039243,1948,3142,50,1983,5100,1404122,335236,1664,7944403,37914665,37911671,19218584,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576547652,244262262,23,3972260,0,1500,1752755,0,5594871,12814877,7039250,1948,3142,50,1983,5100,1404192,335314,1664,7944403,37914740,37911746,19218667,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576556890,244273577,23,3972294,0,1500,1752790,0,5594871,12814892,7039265,1948,3142,50,1983,5100,1404276,335396,1664,7944403,37914840,37911846,19218766,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576569918,244279928,23,3972330,0,1500,1752822,0,5594871,12814918,7039290,1948,3142,51,1983,5101,1404363,335477,1664,7944403,37914945,37911951,19218870,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576574611,244281837,23,3972352,0,1500,1752837,0,5594871,12814929,7039301,1948,3142,50,1983,5101,1404431,335545,1664,7944403,37915023,37912029,19218948,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576575614,244282421,23,3972362,0,1500,1752843,0,5594871,12814954,7039329,1948,3142,50,1983,5102,1404516,335628,1664,7944403,37915138,37912144,19219065,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576588138,244293181,23,3972414,0,1500,1752890,0,5594871,12814964,7039340,1948,3142,50,1983,5102,1404584,335696,1664,7944403,37915213,37912219,19219140,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576590247,244294352,23,3972428,0,1500,1752902,0,5594871,12814976,7039352,1948,3142,50,1983,5102,1404676,335770,1664,7944403,37915296,37912302,19219223,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576591349,244296150,23,3972435,0,1500,1752918,0,5594871,12814986,7039367,1948,3142,50,1983,5102,1404756,335854,1664,7944403,37915388,37912394,19219321,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576605507,244306177,23,3972488,0,1500,1752951,0,5594871,12814999,7039380,1948,3142,50,1983,5102,1404964,335922,1664,7944403,37915481,37912487,19219402,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576609266,244307136,23,3972504,0,1500,1752973,0,5594871,12815024,7039402,1948,3142,50,1983,5102,1405042,335990,1664,7944403,37915575,37912581,19219492,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576614112,244309490,23,3972544,0,1500,1753013,0,5594871,12815061,7039440,1948,3143,51,1983,5103,1405112,336060,1664,7944403,37915682,37912688,19219599,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576620426,244319421,23,3972581,0,1500,1753023,0,5594871,12815070,7039449,1948,3143,51,1983,5103,1405180,336128,1664,7944403,37915787,37912793,19219701,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
576628563,244327497,23,3972625,0,1500,1753105,0,5594871,12815137,7039518,1948,3144,55,1983,5107,1405255,336208,1664,7944403,37915919,37912925,19219839,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577478174,244352887,23,3973355,0,1500,1753362,0,5594871,12815360,7039725,1948,3146,56,1983,5111,1405358,336320,1664,7944403,37916227,37913233,19220145,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577507197,244384952,23,3973464,0,1500,1753428,0,5594873,12815393,7039762,1948,3147,53,1983,5112,1405467,336432,1664,7944403,37916370,37913376,19220296,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577519356,244397949,23,3973515,0,1500,1753458,0,5594873,12815400,7039769,1948,3147,53,1983,5112,1405551,336508,1664,7944403,37916454,37913460,19220380,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577519883,244398676,23,3973542,0,1500,1753486,0,5594873,12815415,7039784,1948,3147,53,1983,5112,1405632,336590,1664,7944403,37916550,37913556,19220477,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577527456,244408602,23,3973555,0,1500,1753501,0,5594873,12815433,7039801,1948,3148,53,1983,5113,1405702,336660,1664,7944403,37916638,37913644,19220565,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577530478,244411579,23,3973586,0,1500,1753524,0,5594873,12815449,7039818,1948,3150,53,1983,5113,1405770,336728,1664,7944403,37916722,37913728,19220652,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577533102,244412987,23,3973599,0,1500,1753534,0,5594873,12815459,7039828,1948,3150,53,1983,5113,1405838,336796,1664,7944403,37916798,37913804,19220728,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577534068,244414054,23,3973607,0,1500,1753545,0,5594873,12815464,7039834,1948,3150,53,1983,5113,1405932,336872,1664,7944403,37916877,37913883,19220808,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577535550,244415020,23,3973620,0,1500,1753561,0,5594873,12815474,7039844,1948,3150,53,1983,5113,1406013,336953,1664,7944403,37916970,37913976,19220901,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577544454,244423650,23,3973648,0,1500,1753583,0,5594873,12815488,7039858,1948,3150,53,1983,5113,1406081,337021,1664,7944403,37917069,37914075,19221002,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577563336,244452559,23,3973733,0,1500,1753664,0,5594873,12815540,7039922,1948,3150,54,1983,5114,1406167,337114,1664,7944403,37917198,37914204,19221149,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577582077,244491015,23,3973815,0,1500,1753759,0,5594873,12815593,7039982,1948,3151,55,1983,5115,1406263,337213,1664,7944403,37917337,37914343,19221289,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577583606,244494573,23,3973824,0,1500,1753784,0,5594873,12815609,7040000,1948,3152,55,1983,5115,1406331,337281,1664,7944403,37917422,37914428,19221376,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577586992,244500048,23,3973847,0,1500,1753798,0,5594873,12815623,7040016,1948,3152,55,1983,5115,1406399,337349,1664,7944403,37917506,37914512,19221460,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
577589766,244503791,23,3973880,0,1500,1753824,0,5594873,12815642,7040035,1948,3152,55,1983,5115,1406469,337423,1664,7944403,37917593,37914599,19221551,3,0,0,0,0,15795269,7944397,15795297,3925454,3925436,3925436,slowloris
588151162,615523490,23,3983432,0,1500,4696467,0,5624610,16674633,10877177,1948,11472,57,1987,5150,1408640,338860,1664,11278093,47818616,47815578,24031432,3,0,0,0,0,18499608,7954473,19460763,6619717,6619699,4258954,slowloris
