ifInOctets11,ifOutOctets11,ifInUcastPkts11,ifOutUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,icmpInMsgs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class
3206898701,3034072312,7832600,18350613,110860769,388766692,277395203,14463118,395287,95,14496827,4733631,1266530,81903225,598542298,598539260,283884993,278216823,288341191,66488729,128421185,93427555,normal
3206923852,3034091023,7832649,18350664,110860773,388824434,277452709,14468847,395533,1192,14502751,4733693,1266592,81903225,598542398,598539360,283885097,278216823,288341191,66488729,128421185,93427555,slowpost
3206927542,3034107255,7832690,18350713,110860867,390361422,278989526,14614305,395708,1357,14648129,4733809,1266696,81903225,598542532,598539494,283885238,278216823,288341191,66488729,128421185,93427555,slowpost
1707054231,792052026,10970142,3442687,2861,1226317,1162544,229,11889,96,10928,9947029,2564881,5425,10822807,10820156,3659861,3484,8651,1053,0,0,normal
1711041565,792127053,10973328,3443182,2861,1226395,1162624,229,11889,96,10928,9948704,2565181,5425,10824546,10821895,3660221,3484,8651,1053,0,0,normal
1712640489,792167933,10974632,3443570,2861,1226465,1162693,229,11889,96,10928,9951302,2565592,5425,10827127,10824476,3660665,3484,8651,1053,0,0,normal
1715636224,792221606,10977035,3443753,2861,1226540,1162770,229,11889,96,10928,9953734,2565969,5425,10829623,10826972,3661104,3484,8651,1053,0,0,normal
1718839032,792302293,10979621,3444212,2861,1226635,1162863,229,11889,96,10928,9955119,2566280,5425,10831048,10828397,3661463,3484,8651,1053,0,0,normal
1720577078,792349477,10981067,3444477,2861,1226724,1162954,229,11889,96,10928,9957812,2566720,5425,10833816,10831165,3661982,3484,8651,1053,0,0,normal
1723644908,792419466,10983515,3444878,2861,1226789,1163022,229,11889,95,10928,9959047,2566990,5425,10835711,10833060,3662373,3484,8651,1053,0,0,normal
1725163636,792462116,10984793,3445110,2861,1226873,1163110,229,11890,93,10928,9961616,2567363,5425,10837660,10835009,3662717,3484,8651,1053,0,0,normal
1728441226,792528071,10987462,3445524,2861,1226986,1163226,229,11892,83,10929,9964559,2567819,5425,10840563,10837912,3663266,3484,8651,1053,0,0,normal
1731941307,792604122,10990274,3445957,2861,1227129,1163370,229,11892,83,10929,9966898,2568192,5425,10843337,10840686,3663832,3484,8651,1053,0,0,normal
1735003710,792674375,10992740,3446340,2861,1227208,1163447,229,11892,82,10929,9968434,2568482,5425,10844591,10841940,3664097,3484,8651,1053,0,0,normal
1736553607,792706636,10994004,3446755,2861,1227302,1163541,229,11892,82,10929,9970891,2568912,5425,10847082,10844431,3664594,3484,8651,1053,0,0,normal
1739470601,792783342,10996346,3446953,2861,1227380,1163618,229,11892,81,10929,9973247,2569281,5425,10849502,10846851,3665029,3484,8651,1053,0,0,normal
1742330090,792846083,10998647,3447310,2861,1227508,1163749,229,11895,82,10931,9975523,2569642,5425,10851876,10849225,3665481,3484,8651,1053,0,0,normal
1743817267,792947870,10999913,3447590,2861,1227587,1163829,229,11895,79,10931,9976811,2569909,5425,10853204,10850553,3665792,3484,8651,1053,0,0,normal
1746773936,793011523,11002265,3447932,2861,1227660,1163904,229,11896,78,10931,9979170,2570275,5425,10855617,10852966,3666210,3484,8651,1053,0,0,normal
1749764937,793077802,11004643,3448272,2861,1227737,1163984,229,11897,78,10931,9981576,2570665,5425,10858019,10855368,3666655,3484,8651,1053,0,0,normal
1752528312,793153020,11006948,3448651,2861,1227905,1164153,229,11898,78,10932,9982899,2570879,5425,10859365,10856714,3667017,3484,8651,1053,0,0,normal
1755463209,793217681,11009351,3449024,2861,1227988,1164236,229,11898,78,10932,9985257,2571235,5425,10861775,10859124,3667435,3484,8651,1053,0,0,normal
1756945241,793254678,11010544,3449225,2861,1228065,1164317,229,11900,78,10932,9987665,2571628,5425,10864227,10861576,3667878,3484,8651,1053,0,0,normal
1759843032,793316083,11012878,3449590,2861,1228144,1164393,229,11901,78,10932,9988864,2571870,5425,10865459,10862808,3668169,3484,8651,1053,0,0,normal
1761141713,793353556,11013962,3449800,2861,1228214,1164464,229,11902,78,10932,9991045,2572199,5425,10867685,10865034,3668548,3484,8651,1053,0,0,normal
1764047209,793415488,11016269,3450128,2861,1228494,1164745,232,11902,85,10937,9992265,2572418,5425,10870334,10867683,3669305,3484,8651,1053,0,0,normal
1765653530,793502215,11017675,3450498,2861,1228736,1164992,233,11904,88,10941,9994746,2572849,5425,10871850,10869199,3669672,3484,8651,1053,0,0,normal
1768838322,793586385,11020267,3450932,2861,1228828,1165086,233,11904,89,10942,9997476,2573290,5425,10874606,10871955,3670175,3484,8651,1053,0,0,normal
1770496344,793611948,11021578,3451112,2861,1228919,1165178,233,11905,89,10943,9998710,2573522,5425,10875915,10873264,3670480,3484,8651,1053,0,0,normal
1773569371,793682768,11024060,3451525,2861,1228989,1165248,233,11905,89,10943,10001217,2573949,5425,10878461,10875810,3670948,3484,8651,1053,0,0,normal
1775123659,793756954,11026779,3451960,2861,1229067,1165327,233,11905,89,10944,10002662,2574207,5425,10880180,10877529,3671325,3484,8651,1053,0,0,normal
1778725834,793816867,11028236,3452246,2861,1229144,1165404,233,11905,89,10944,10005582,2574685,5425,10883010,10880359,3671791,3484,8651,1053,0,0,normal
1781965506,793881516,11030883,3452621,2861,1229217,1165477,233,11905,89,10944,10008060,2575075,5425,10885533,10882882,3672234,3484,8651,1053,0,0,normal
1783560879,793970041,11033431,3453043,2861,1229314,1165574,233,11906,89,10944,10009365,2575334,5425,10886907,10884256,3672574,3484,8651,1053,0,0,normal
1786549312,794015252,11034632,3453256,2861,1229405,1165665,233,11906,89,10944,10011782,2575729,5425,10889343,10886692,3673042,3484,8651,1053,0,0,normal
1789813879,794093112,11037301,3453687,2861,1229498,1165753,233,11907,90,10947,10013338,2576019,5425,10890920,10888269,3673383,3484,8651,1053,0,0,normal
1793227990,794209374,11040109,3454181,2861,1229586,1165840,233,11907,90,10947,10016100,2576524,5425,10893783,10891132,3673944,3484,8651,1053,0,0,normal
1794985935,794257668,11041571,3454417,2861,1229662,1165918,233,11907,90,10947,10018337,2576863,5425,10896071,10893420,3674331,3484,8651,1053,0,0,normal
1796134310,794309296,11042539,3454606,2861,1229755,1166013,233,11908,90,10947,10018595,2577005,5425,10896385,10893734,3674545,3484,8651,1053,0,0,normal
1796364096,794351710,11042803,3454726,2861,1229840,1166097,233,11908,90,10947,10019098,2577145,5425,10896953,10894302,3674745,3484,8651,1053,0,0,normal
1796922503,794374084,11043299,3454842,2861,1229937,1166198,233,11908,84,10948,10019422,2577246,5425,10897408,10894757,3674939,3484,8651,1053,0,0,normal
1797127723,794411755,11043539,3454958,2861,1230012,1166276,233,11908,84,10948,10019852,2577384,5425,10897829,10895178,3675122,3484,8651,1053,0,0,normal
1797865529,794450180,11044208,3455123,2861,1230110,1166377,233,11909,85,10950,10020518,2577542,5425,10898516,10895865,3675345,3484,8651,1053,0,0,normal
1798194659,794478210,11044506,3455202,2861,1230179,1166449,233,11909,85,10950,10020889,2577690,5425,10898934,10896283,3675538,3484,8651,1053,0,0,normal
1798875382,794538474,11045139,3455399,2861,1230240,1166510,233,11909,85,10950,10021490,2577861,5425,10899590,10896939,3675762,3484,8651,1053,0,0,normal
1799212857,794555681,11045726,3455544,2861,1230316,1166586,233,11909,85,10950,10021827,2577978,5425,10899966,10897315,3675923,3484,8651,1053,0,0,normal
1799876525,794602492,11046043,3455638,2861,1230389,1166657,233,11909,84,10950,10022437,2578152,5425,10900616,10897965,3676136,3484,8651,1053,0,0,normal
1800541496,794649930,11046633,3455790,2861,1230457,1166729,233,11912,80,10950,10023061,2578291,5425,10901241,10898590,3676325,3484,8651,1053,0,0,normal
1800864040,794665608,11046920,3455848,2861,1230529,1166802,233,11914,79,10950,10023461,2578408,5425,10901642,10898991,3676496,3484,8651,1053,0,0,normal
1801542042,794708233,11047545,3456008,2861,1230589,1166865,233,11914,79,10950,10024089,2578570,5425,10902290,10899639,3676693,3484,8651,1053,0,0,normal
1801894866,794747000,11048129,3456163,2861,1230663,1166941,233,11914,79,10951,10024415,2578712,5425,10902671,10900020,3676897,3484,8651,1053,0,0,normal
1802560641,794787905,11048450,3456262,2861,1230732,1167012,233,11915,79,10951,10025074,2578874,5425,10903377,10900726,3677100,3484,8651,1053,0,0,normal
1803202471,794836403,11049035,3456424,2861,1230804,1167082,233,11915,79,10951,10025345,2579005,5425,10903693,10901042,3677275,3484,8651,1053,0,0,normal
1803418987,794848905,11049232,3456479,2861,1230869,1167150,233,11915,79,10951,10026678,2579240,5425,10905077,10902426,3677563,3484,8651,1053,0,0,normal
1806820545,794929631,11051959,3456894,2861,1230960,1167238,233,11915,80,10952,10028314,2579526,5425,10907522,10904871,3677991,3484,8651,1053,0,0,normal
1808317670,794989119,11054296,3457236,2861,1231022,1167299,233,11915,80,10952,10030666,2579865,5425,10909145,10906494,3678273,3484,8651,1053,0,0,normal
1811258936,795028948,11055522,3457426,2861,1231084,1167361,233,11916,80,10952,10032865,2580219,5425,10911629,10908978,3678696,3484,8651,1053,0,0,normal
1814452760,795122123,11058075,3457819,2861,1231147,1167425,233,11916,80,10952,10034529,2580509,5425,10913049,10910398,3678993,3484,8651,1053,0,0,normal
1815925580,795151325,11059285,3458026,2861,1231226,1167501,233,11916,78,10952,10036884,2580876,5425,10915449,10912798,3679416,3484,8651,1053,0,0,normal
1818956348,795224881,11061720,3458371,2861,1231294,1167568,233,11916,78,10952,10038201,2581106,5425,10916815,10914164,3679698,3484,8651,1053,0,0,normal
1820443222,795279215,11062946,3458604,2861,1231382,1167657,233,11916,78,10953,10040535,2581495,5425,10919203,10916552,3680137,3484,8651,1053,0,0,normal
1823379204,795331342,11065264,3458959,2861,1231452,1167726,233,11917,78,10953,10042478,2581809,5425,10921678,10919027,3680559,3484,8651,1053,0,0,normal
1824882436,795372664,11066492,3459141,2861,1231514,1167788,233,11918,78,10953,10044491,2582139,5425,10923243,10920592,3680860,3484,8651,1053,0,0,normal
1828330877,795448055,11069253,3459566,2861,1231622,1167903,233,11919,81,10956,10046876,2582486,5425,10925715,10923064,3681297,3484,8651,1053,0,0,normal
1829759396,795479880,11070397,3459736,2861,1231692,1167973,233,11919,81,10956,10048217,2582705,5425,10927102,10924451,3681564,3484,8651,1053,0,0,normal
1832897606,795542634,11072895,3460104,2861,1231760,1168043,233,11919,81,10956,10050570,2583065,5425,10929500,10926849,3681967,3484,8651,1053,0,0,normal
1835772002,795610331,11075247,3460476,2861,1231849,1168132,233,11919,81,10956,10052075,2583327,5425,10931875,10929224,3682395,3484,8651,1053,0,0,normal
1837175147,795631072,11076353,3460794,2861,1231915,1168196,233,11919,81,10956,10054066,2583643,5425,10933209,10930558,3682656,3484,8651,1053,0,0,normal
1840252666,795727197,11078852,3461045,2861,1232044,1168324,233,11922,84,10959,10056413,2584050,5425,10935660,10933009,3683169,3484,8651,1053,0,0,normal
1843023626,795800297,11081141,3461437,2861,1232117,1168396,233,11922,84,10959,10057613,2584264,5425,10936858,10934207,3683426,3484,8651,1053,0,0,normal
1844499865,795826462,11082321,3461608,2861,1232197,1168477,233,11922,84,10960,10059995,2584632,5425,10939294,10936643,3683845,3484,8651,1053,0,0,normal
1847662567,795898299,11084839,3461990,2861,1232276,1168558,233,11925,84,10960,10061345,2584862,5425,10941756,10939105,3684285,3484,8651,1053,0,0,normal
1850719282,795954037,11087273,3462369,2861,1232359,1168642,233,11926,84,10961,10063844,2585258,5425,10943225,10940574,3684598,3484,8651,1053,0,0,normal
1852442834,796000354,11088695,3462600,2861,1232435,1168719,233,11927,84,10961,10066350,2585631,5425,10945730,10943079,3685037,3484,8651,1053,0,0,normal
1855207487,796064568,11090930,3462953,2861,1232504,1168788,233,11927,84,10961,10067571,2585867,5425,10946961,10944310,3685296,3484,8651,1053,0,0,normal
1856832648,796113724,11092247,3463180,2861,1232576,1168860,233,11928,84,10961,10070099,2586268,5425,10949549,10946898,3685752,3484,8651,1053,0,0,normal
1859998270,796168526,11094757,3463528,2861,1232657,1168938,233,11928,83,10961,10071470,2586524,5425,10951980,10949329,3686181,3484,8651,1053,0,0,normal
1861393739,796228789,11095935,3463770,2861,1232724,1169006,233,11928,83,10961,10073746,2586898,5425,10953287,10950636,3686470,3484,8651,1053,0,0,normal
1864386837,796294304,11098319,3464153,2861,1232797,1169078,233,11928,83,10961,10076094,2587277,5425,10955697,10953046,3686908,3484,8651,1053,0,0,normal
1865799661,796328797,11099457,3464339,2861,1232867,1169152,233,11928,83,10961,10077048,2587468,5425,10956697,10954046,3687147,3484,8651,1053,0,0,normal
1867358986,796374668,11100738,3464555,2861,1232948,1169233,233,11928,83,10962,10077782,2587618,5425,10957383,10954732,3687339,3484,8651,1053,0,0,normal
1868210504,796434393,11101497,3464731,2861,1233021,1169307,233,11928,83,10962,10078295,2587766,5425,10958123,10955472,3687567,3484,8651,1053,0,0,normal
1868451886,796451525,11101727,3464800,2861,1233091,1169377,233,11928,83,10962,10078855,2587933,5425,10958551,10955900,3687753,3484,8651,1053,0,0,normal
1869182084,796511005,11102421,3464996,2861,1233187,1169473,233,11930,83,10962,10079565,2588112,5425,10959279,10956628,3687999,3484,8651,1053,0,0,normal
1869864489,796559032,11103037,3465153,2861,1233277,1169570,233,11930,79,10962,10080182,2588285,5425,10959960,10957309,3688243,3484,8651,1053,0,0,normal
1870540299,796594968,11103622,3465303,2861,1233362,1169658,233,11930,79,10962,10080924,2588516,5425,10960759,10958108,3688529,3484,8651,1053,0,0,normal
1871073179,796651728,11104126,3465498,2861,1233455,1169765,233,11930,79,10965,10081299,2588628,5425,10961173,10958522,3688727,3484,8651,1053,0,0,normal
1871761771,796698518,11104746,3465641,2861,1233533,1169844,233,11930,78,10965,10082019,2588799,5425,10961840,10959189,3688945,3484,8651,1053,0,0,normal
1872459079,796764697,11105400,3465862,2861,1233648,1169974,233,11932,78,10968,10082620,2588961,5425,10962540,10959889,3689215,3484,8651,1053,0,0,normal
1873169526,796828765,11106041,3466037,2885,1233829,1170161,239,11932,79,10997,10083258,2589129,5425,10963348,10960697,3689545,3484,8651,1053,0,0,normal
1873959697,796919296,11106795,3466299,2886,1235789,1172108,245,11935,91,11004,10083917,2589338,5425,10965211,10962560,3690948,3484,8651,1053,0,0,slowloris
1874298298,796958090,11107122,3466405,2886,1235881,1172201,245,11935,91,11004,10084258,2589456,5425,10965594,10962943,3691106,3484,8651,1053,0,0,normal
1874963292,796984497,11107689,3466514,2886,1235966,1172283,245,11935,91,11004,10084756,2589592,5425,10966231,10963580,3691292,3484,8651,1053,0,0,normal
1875328994,797024690,11108023,3466616,2886,1236088,1172405,245,11935,92,11005,10085204,2589728,5425,10966651,10964000,3691474,3484,8651,1053,0,0,normal
1875981287,797144983,11108709,3466852,2887,1236218,1172548,245,11937,91,11006,10085873,2589879,5425,10967377,10964726,3691738,3484,8651,1053,0,0,normal
1876388141,797177631,11109673,3467145,2887,1236326,1172663,245,11937,91,11007,10086582,2590129,5425,10968374,10965723,3692091,3484,8651,1053,0,0,normal
1877833885,797381634,11110383,3467375,2887,1236437,1172786,245,11937,91,11007,10087286,2590348,5425,10968893,10966242,3692340,3484,8651,1053,0,0,normal
1878177133,797402882,11110684,3467446,2887,1236510,1172861,245,11937,90,11007,10087937,2590535,5425,10969594,10966943,3692584,3484,8651,1053,0,0,normal
1878874025,797466004,11111335,3467636,2887,1236587,1172939,245,11937,90,11008,10088551,2590692,5425,10970250,10967599,3692785,3484,8651,1053,0,0,normal
1879567339,797497635,11111929,3467754,2887,1236659,1173011,245,11937,90,11008,10088914,2590796,5425,10970661,10968010,3692952,3484,8651,1053,0,0,normal
1879960461,797529070,11112318,3467897,2887,1236751,1173104,245,11939,91,11009,10089587,2590977,5425,10971388,10968737,3693195,3484,8651,1053,0,0,normal
1880576964,797571043,11112847,3467999,2887,1236857,1173212,245,11940,92,11010,10089920,2591070,5425,10972289,10969638,3693415,3484,8651,1053,0,0,normal
1881346034,797613840,11113522,3468143,2887,1236931,1173286,245,11942,92,11010,10092102,2591431,5425,10973961,10971310,3693764,3484,8651,1053,0,0,normal
1885224364,797684603,11116582,3468588,2887,1236997,1173353,245,11943,92,11010,10095007,2591828,5425,10976913,10974262,3694207,3484,8651,1053,0,0,normal
1886999831,797732169,11118004,3468806,2887,1237076,1173433,245,11943,88,11010,10096398,2592126,5425,10978381,10975730,3694580,3484,8651,1053,0,0,normal
1890164556,797831128,11120542,3469268,2887,1237144,1173501,245,11943,88,11010,10098820,2592567,5425,10980820,10978169,3695042,3484,8651,1053,0,0,normal
1893115735,797917608,11122933,3469658,2887,1237237,1173598,245,11943,89,11011,10101194,2592944,5425,10983286,10980635,3695514,3484,8651,1053,0,0,normal
1896224573,798015335,11125447,3470117,2887,1237425,1173800,245,11943,89,11012,10102495,2593193,5425,10984768,10982117,3695942,3484,8651,1053,0,0,normal
1897829118,798113066,11128037,3470661,2887,1237676,1174052,245,11945,90,11015,10104879,2593579,5425,10987389,10984738,3696557,3484,8651,1053,0,0,normal
1901124234,798176688,11129618,3471040,2887,1237904,1174279,245,11945,89,11015,10107301,2593940,5425,10989944,10987293,3697118,3484,8651,1053,0,0,normal
1904488337,798234131,11132406,3471561,2887,1238144,1174515,245,11945,88,11015,10109917,2594332,5425,10992759,10990108,3697711,3484,8651,1053,0,0,normal
1906777747,798324160,11134084,3472158,2887,1238415,1174784,245,11946,89,11016,10111258,2594610,5425,10995229,10992578,3698357,3484,8651,1053,0,0,normal
1910566159,798419427,11137110,3472508,2887,1238679,1175045,245,11946,89,11016,10113676,2595010,5425,10996993,10994342,3698884,3484,8651,1053,0,0,normal
1913898340,798492082,11139815,3473147,2887,1238849,1175215,245,11946,89,11016,10116018,2595353,5425,10999411,10996760,3699306,3484,8651,1053,0,0,normal
1916862083,798552829,11142172,3473338,2887,1238929,1175294,245,11947,89,11016,10118390,2595725,5425,11001836,10999185,3699725,3484,8651,1053,0,0,normal
1919868670,798625834,11144580,3473702,2887,1239006,1175376,245,11948,89,11016,10119651,2595946,5425,11003166,11000515,3700013,3484,8651,1053,0,0,normal
1921276285,798671490,11145728,3473924,2899,1239144,1175510,247,11949,79,11027,10121940,2596337,5425,11005560,11002909,3700505,3484,8651,1053,0,0,normal
1924183781,798738533,11148053,3474292,2927,1239241,1175613,247,11950,79,11056,10124202,2596695,5425,11007866,11005215,3700908,3484,8651,1053,0,0,normal
1927014405,798815580,11150351,3474666,2928,1239460,1175835,254,11950,92,11064,10126506,2597103,5425,11010280,11007629,3701425,3484,8651,1053,0,0,normal
1929830088,798903586,11152646,3475061,2928,1239534,1175910,254,11951,90,11064,10127729,2597338,5425,11011554,11008903,3701712,3484,8651,1053,0,0,normal
1931307825,798936155,11155087,3475465,2947,1239671,1176053,254,11953,77,11081,10130109,2597684,5425,11014040,11011389,3702159,3484,8651,1053,0,0,normal
1934343739,799037737,11156290,3475675,2951,1239710,1176094,254,11954,76,11085,10132430,2598049,5425,11016357,11013706,3702554,3484,8651,1053,0,0,normal
1937244212,799116920,11158623,3476016,2955,1239738,1176121,254,11954,76,11089,10133731,2598283,5425,11018468,11015817,3702885,3484,8651,1053,0,0,normal
1938714202,799150517,11159813,3476180,2955,1239755,1176139,254,11954,76,11089,10136136,2598645,5425,11020071,11017420,3703182,3484,8651,1053,0,0,normal
1941862274,799221038,11162321,3476554,2959,1239785,1176168,254,11954,76,11093,10138900,2599061,5425,11022866,11020215,3703622,3484,8651,1053,0,0,normal
1943727097,799254967,11165119,3476950,2959,1239803,1176186,254,11954,76,11093,10140305,2599309,5425,11025783,11023132,3704093,3484,8651,1053,0,0,normal
1947349239,799341542,11167924,3477458,2959,1239878,1176258,254,11954,77,11095,10143056,2599767,5425,11027112,11024461,3704420,3484,8651,1053,0,0,normal
1950309567,799428367,11169096,3477634,2963,1239913,1176296,254,11954,76,11099,10145386,2600114,5425,11029453,11026802,3704793,3484,8651,1053,0,0,normal
1953250475,799477495,11171444,3477956,2963,1239934,1176315,254,11955,76,11099,10147418,2600421,5425,11031933,11029282,3705174,3484,8651,1053,0,0,normal
1956479947,799579649,11174074,3478377,2963,1240015,1176411,254,11955,76,11099,10149308,2600711,5425,11033408,11030757,3705508,3484,8651,1053,0,0,normal
1958094644,799632867,11175392,3478709,2963,1240142,1176537,254,11955,76,11099,10151664,2601068,5425,11035935,11033284,3706044,3484,8651,1053,0,0,normal
1961543817,799691993,11178314,3479250,2963,1240370,1176758,254,11955,76,11099,10154342,2601455,5425,11038788,11036137,3706611,3484,8651,1053,0,0,normal
1963483129,799746286,11179760,3479740,2963,1240556,1176943,254,11955,76,11099,10155501,2601660,5425,11041204,11038553,3707151,3484,8651,1053,0,0,normal
1966956234,799842513,11182584,3480336,2963,1240789,1177176,254,11955,76,11099,10158020,2602062,5425,11042907,11040256,3707658,3484,8651,1053,0,0,normal
1970694237,799931393,11185559,3480642,2967,1241013,1177396,254,11955,76,11103,10160506,2602439,5425,11045619,11042968,3708256,3484,8651,1053,0,0,normal
1974388799,800016438,11188582,3481190,2967,1241142,1177528,254,11955,76,11105,10162984,2602817,5425,11048285,11045634,3708695,3484,8651,1053,0,0,normal
1977784743,800077825,11191278,3481559,2967,1241159,1177546,254,11955,76,11105,10164459,2603070,5425,11049778,11047127,3708965,3484,8651,1053,0,0,normal
1979755574,800129245,11192855,3481805,2967,1241181,1177571,254,11956,76,11105,10167022,2603447,5425,11052374,11049723,3709370,3484,8651,1053,0,0,normal
1982539095,800175511,11195048,3482104,2967,1241205,1177590,254,11957,76,11105,10168265,2603661,5425,11054845,11052194,3709752,3484,8651,1053,0,0,normal
1984097016,800216409,11196312,3482304,2967,1241229,1177613,254,11957,76,11105,10170463,2603979,5425,11055852,11053201,3709936,3484,8651,1053,0,0,normal
1985851089,800277756,11197757,3482561,2967,1241253,1177638,254,11957,76,11105,10171256,2604232,5425,11056670,11054019,3710211,3484,8651,1053,0,0,normal
1986191080,800319164,11198069,3482694,2971,1241274,1177658,254,11957,76,11109,10171567,2604357,5425,11057006,11054355,3710361,3484,8651,1053,0,0,normal
1986672961,800359152,11198520,3482824,2971,1241306,1177692,254,11957,76,11109,10171980,2604488,5425,11057448,11054797,3710517,3484,8651,1053,0,0,normal
1987315802,800404420,11199101,3482980,2971,1241351,1177738,254,11957,76,11109,10172642,2604682,5425,11058163,11055512,3710760,3484,8651,1053,0,0,normal
1988005919,800476101,11199754,3483204,2971,1241524,1177926,258,11958,84,11116,10173066,2604826,5425,11058856,11056205,3711020,3484,8651,1053,0,0,normal
1988369614,800556181,11200395,3483411,2971,1241579,1177983,258,11958,84,11117,10173679,2605014,5425,11059221,11056570,3711183,3484,8651,1053,0,0,normal
1989015367,800574338,11200684,3483473,2971,1241621,1178022,258,11958,84,11117,10174011,2605130,5425,11059571,11056920,3711311,3484,8651,1053,0,0,normal
1989352110,800608659,11200997,3483567,2971,1241655,1178056,258,11958,84,11117,10174595,2605277,5425,11060167,11057516,3711486,3484,8651,1053,0,0,normal
1990008671,800710499,11201615,3483782,2971,1241728,1178138,258,11958,85,11118,10174948,2605440,5425,11060685,11058034,3711793,3484,8651,1053,0,0,normal
1990352530,800745894,11201939,3483884,2971,1241892,1178304,262,11958,91,11122,10175536,2605593,5425,11061302,11058651,3711980,3484,8651,1053,0,0,normal
1990666135,800777931,11202515,3484014,2971,1241967,1178379,262,11958,91,11122,10175885,2605708,5425,11061702,11059051,3712146,3484,8651,1053,0,0,normal
1991337259,800801651,11202811,3484089,2971,1242033,1178449,262,11959,91,11122,10176462,2605841,5425,11062316,11059665,3712321,3484,8651,1053,0,0,normal
1991672700,800823718,11203095,3484165,2971,1242089,1178506,262,11959,91,11122,10176789,2605961,5425,11062675,11060024,3712475,3484,8651,1053,0,0,normal
1992006835,800858759,11203700,3484329,2971,1242157,1178574,262,11959,91,11122,10177143,2606094,5425,11063071,11060420,3712647,3484,8651,1053,0,0,normal
1992655390,800898940,11203989,3484379,2971,1242214,1178631,262,11959,91,11122,10177767,2606219,5425,11063683,11061032,3712811,3484,8651,1053,0,0,normal
1992979054,800918128,11204283,3484444,2971,1242279,1178698,262,11960,91,11122,10178075,2606318,5425,11064037,11061386,3712954,3484,8651,1053,0,0,normal
1993629636,800953301,11204896,3484590,2971,1242362,1178784,262,11960,91,11123,10178535,2606429,5425,11064672,11062021,3713156,3484,8651,1053,0,0,normal
1993972730,800992768,11205235,3484711,2971,1242471,1178892,262,11962,91,11125,10179090,2606604,5425,11065150,11062499,3713388,3484,8651,1053,0,0,normal
1994624143,801035276,11205794,3484837,2971,1242524,1178946,262,11963,91,11125,10179393,2606699,5425,11065487,11062836,3713516,3484,8651,1053,0,0,normal
1994969444,801059442,11206111,3484950,2971,1242602,1179022,262,11963,91,11125,10179980,2606841,5425,11066133,11063482,3713715,3484,8651,1053,0,0,normal
1995640708,801099925,11206701,3485059,2971,1242660,1179082,262,11963,91,11125,10180354,2606949,5425,11066513,11063862,3713859,3484,8651,1053,0,0,normal
1995958215,801114456,11206992,3485113,2971,1242720,1179140,262,11963,91,11125,10180684,2607056,5425,11067112,11064461,3714029,3484,8651,1053,0,0,normal
1996288745,801144369,11207292,3485281,2971,1242784,1179205,262,11963,91,11125,10181338,2607222,5425,11067516,11064865,3714208,3484,8651,1053,0,0,normal
1996950451,801188495,11207901,3485342,2971,1242848,1179269,262,11963,91,11125,10181658,2607320,5425,11067877,11065226,3714350,3484,8651,1053,0,0,normal
1997269051,801207959,11208172,3485404,2971,1242919,1179338,262,11964,91,11125,10182227,2607461,5425,11068493,11065842,3714533,3484,8651,1053,0,0,normal
1997605359,801240146,11208808,3485597,2971,1243018,1179435,262,11965,88,11126,10182595,2607613,5425,11068940,11066289,3714755,3484,8651,1053,0,0,normal
1998279825,801308282,11209132,3485700,2971,1243077,1179495,262,11965,87,11126,10183168,2607755,5425,11069551,11066900,3714935,3484,8651,1053,0,0,normal
1998601524,801325947,11209422,3485772,2971,1243157,1179575,262,11965,87,11127,10183522,2607856,5425,11069955,11067304,3715093,3484,8651,1053,0,0,normal
1998977959,801381887,11209783,3485986,2971,1243226,1179643,262,11965,87,11127,10183911,2608029,5425,11070401,11067750,3715321,3484,8651,1053,0,0,normal
1999656493,801427260,11210432,3486053,2971,1243287,1179706,262,11965,87,11127,10184575,2608169,5425,11071020,11068369,3715492,3484,8651,1053,0,0,normal
1999997585,801476716,11210724,3486138,2971,1243355,1179774,262,11965,87,11127,10185045,2608371,5425,11071488,11068837,3715743,3484,8651,1053,0,0,normal
2000688880,801565937,11211423,3486380,2971,1243419,1179837,262,11965,87,11127,10185672,2608548,5425,11072131,11069480,3715951,3484,8651,1053,0,0,normal
2001025179,801592460,11211716,3486453,2971,1243482,1179900,262,11966,87,11127,10185992,2608649,5425,11072482,11069831,3716092,3484,8651,1053,0,0,normal
2001665795,801619771,11212271,3486574,2971,1243553,1179979,262,11966,87,11128,10186348,2608788,5425,11072888,11070237,3716285,3484,8651,1053,0,0,normal
2002002339,801655572,11212607,3486701,2971,1243605,1180035,262,11968,87,11128,10186944,2608944,5425,11073521,11070870,3716492,3484,8651,1053,0,0,normal
2002652344,801701425,11213192,3486837,2971,1243670,1180099,262,11968,87,11128,10187299,2609049,5425,11073907,11071256,3716662,3484,8651,1053,0,0,normal
2002999085,801723095,11213521,3486927,2971,1243779,1180202,262,11969,89,11130,10187879,2609183,5425,11074538,11071887,3716839,3484,8651,1053,0,0,normal
2003695356,801802812,11214142,3487105,2971,1243851,1180278,262,11969,89,11131,10188243,2609329,5425,11075006,11072355,3717085,3484,8651,1053,0,0,normal
