ifInOctets11,ifOutOctets11,ifInUcastPkts11,ifOutUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,icmpInMsgs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class
2334734390,818983814,11500585,3566831,3666,1284465,1220219,378,12113,78,12004,10435975,2673058,5425,11353253,11350602,3813039,3484,8651,1053,0,0,normal
2334740464,818989993,11500628,3566869,3666,1284493,1220247,378,12113,78,12004,10436041,2673124,5425,11353356,11350705,3813139,3484,8651,1053,0,0,normal
2334746566,818993920,11500669,3566926,3666,1284519,1220271,378,12113,78,12004,10436097,2673180,5425,11353433,11350782,3813211,3484,8651,1053,0,0,normal
2334763358,819017700,11500752,3566989,3666,1284558,1220310,378,12113,78,12004,10436199,2673285,5425,11353574,11350923,3813353,3484,8651,1053,0,0,normal
2334782559,819029605,11500833,3567062,3666,1284626,1220368,378,12114,80,12006,10436311,2673393,5425,11353755,11351104,3813523,3484,8651,1053,0,0,normal
2334843429,819079255,11501026,3567215,3670,1284669,1220412,378,12114,80,12010,10436498,2673512,5425,11353917,11351266,3813672,3484,8651,1053,0,0,normal
2334866776,819101100,11501129,3567290,3674,1284707,1220447,378,12114,80,12014,10436619,2673577,5425,11354029,11351378,3813768,3484,8651,1053,0,0,normal
2334869687,819102905,11501155,3567309,3674,1284736,1220478,378,12114,79,12015,10436682,2673638,5425,11354127,11351476,3813862,3484,8651,1053,0,0,normal
2334887171,819123015,11501248,3567394,3674,1284765,1220509,378,12114,79,12015,10436741,2673696,5425,11354219,11351568,3813951,3484,8651,1053,0,0,normal
2334897269,819145885,11501297,3567447,3674,1284800,1220548,378,12115,79,12015,10436807,2673764,5425,11354315,11351664,3814048,3484,8651,1053,0,0,normal
2334907451,819154329,11501349,3567490,3674,1284841,1220583,378,12116,79,12016,10436916,2673872,5425,11354469,11351818,3814195,3484,8651,1053,0,0,normal
2334928483,819175246,11501471,3567600,3674,1284890,1220641,378,12116,79,12016,10437004,2673959,5425,11354639,11351988,3814354,3484,8651,1053,0,0,normal
2335178518,819245342,11501785,3567899,3674,1285335,1221078,378,12116,79,12016,10437065,2674020,5425,11355219,11352568,3814920,3484,8651,1053,0,0,normal
2336013823,819340030,11503316,3568708,3674,1285971,1221670,378,12116,79,12016,10437165,2674116,5425,11355957,11353306,3815613,3484,8651,1053,0,0,normal
2338470628,819402482,11504732,3569269,3678,1286492,1222188,378,12116,79,12020,10437281,2674173,5425,11356427,11353776,3816070,3484,8651,1053,0,0,normal
2338475016,819407587,11504761,3569298,3682,1286533,1222230,378,12116,79,12024,10437333,2674225,5425,11356520,11353869,3816164,3484,8651,1053,0,0,normal
2338485596,819422925,11504839,3569377,3682,1286564,1222266,378,12116,79,12024,10437413,2674303,5425,11356633,11353982,3816277,3484,8651,1053,0,0,normal
2338500722,819441089,11504888,3569429,3682,1286600,1222304,378,12119,79,12024,10437471,2674364,5425,11356723,11354072,3816367,3484,8651,1053,0,0,normal
2338512348,819464595,11504939,3569478,3682,1286756,1222469,378,12120,79,12025,10437552,2674436,5425,11357070,11354419,3816702,3484,8651,1053,0,0,normal
2339456405,819557188,11505978,3570147,3682,1287434,1223060,378,12120,79,12025,10437680,2674510,5425,11357867,11355216,3817382,3484,8651,1053,0,0,normal
2340850480,819617598,11507194,3570662,3682,1288204,1223771,378,12120,79,12025,10437808,2674606,5425,11358714,11356063,3818179,3484,8651,1053,0,0,normal
2342323213,819685799,11508433,3571190,3682,1288381,1223955,378,12120,79,12025,10437892,2674683,5425,11358856,11356205,3818320,3484,8651,1053,0,0,normal
2342339356,819699583,11508513,3571266,3686,1288410,1223985,378,12121,79,12029,10437965,2674752,5425,11358953,11356302,3818416,3484,8651,1053,0,0,normal
2342348896,819730567,11508586,3571338,3690,1288473,1224052,378,12121,79,12033,10438023,2674814,5425,11359070,11356419,3818535,3484,8651,1053,0,0,normal
2342360100,819761672,11508651,3571412,3690,1288680,1224262,378,12121,77,12033,10438092,2674879,5425,11359495,11356844,3818935,3484,8651,1053,0,0,normal
2343623887,819840457,11509952,3572170,3690,1289411,1224927,378,12121,77,12033,10438243,2674974,5425,11360321,11357670,3819694,3484,8651,1053,0,0,normal
2345410048,819921398,11511472,3572807,3690,1290175,1225674,378,12121,77,12033,10438320,2675041,5425,11361028,11358377,3820380,3484,8651,1053,0,0,normal
2346199814,819979323,11512195,3573179,3690,1290263,1225765,378,12122,77,12033,10438409,2675138,5425,11361200,11358549,3820562,3484,8651,1053,0,0,normal
2346263239,820020520,11512301,3573346,3690,1290298,1225803,378,12122,76,12033,10438572,2675302,5425,11361396,11358745,3820755,3484,8651,1053,0,0,normal
2346288017,820043150,11512422,3573398,3691,1290361,1225865,378,12123,75,12034,10438672,2675371,5425,11361527,11358876,3820879,3484,8651,1053,0,0,normal
2346296512,820053356,11512561,3573519,3695,1290394,1225896,378,12123,75,12038,10438838,2675476,5425,11361683,11359032,3821026,3484,8651,1053,0,0,normal
2346370906,820228293,11512708,3573680,3699,1290442,1225944,378,12124,75,12042,10439054,2675677,5425,11361925,11359274,3821256,3484,8651,1053,0,0,normal
2346461912,820235231,11512815,3573743,3699,1290461,1225966,378,12124,75,12042,10439137,2675755,5425,11362039,11359388,3821368,3484,8651,1053,0,0,normal
2346471795,820247367,11512890,3573815,3699,1290501,1226007,378,12124,75,12042,10439204,2675822,5425,11362132,11359481,3821460,3484,8651,1053,0,0,normal
2346494593,820271965,11512983,3573904,3699,1290541,1226047,378,12124,75,12042,10439297,2675915,5425,11362274,11359623,3821599,3484,8651,1053,0,0,normal
2346508062,820287183,11513091,3574003,3699,1290607,1226110,378,12124,75,12042,10439371,2675985,5425,11362412,11359761,3821732,3484,8651,1053,0,0,normal
2346522456,820304945,11513142,3574048,3699,1290642,1226144,378,12124,75,12042,10439443,2676057,5425,11362523,11359872,3821838,3484,8651,1053,0,0,normal
2346533567,820314457,11513210,3574112,3699,1290689,1226193,378,12125,75,12042,10439507,2676124,5425,11362631,11359980,3821951,3484,8651,1053,0,0,normal
2346544264,820327081,11513275,3574179,3703,1290724,1226228,378,12125,75,12046,10439586,2676209,5425,11362742,11360091,3822063,3484,8651,1053,0,0,normal
2346569247,820353592,11513357,3574249,3703,1290771,1226274,378,12125,75,12047,10439634,2676257,5425,11362842,11360191,3822160,3484,8651,1053,0,0,normal
2346584888,820390962,11513427,3574322,3707,1290897,1226410,382,12125,83,12056,10439700,2676321,5425,11362955,11360304,3822269,3484,8651,1053,0,0,normal
2346594683,820400640,11513477,3574368,3707,1290971,1226484,382,12125,84,12057,10439749,2676372,5425,11363071,11360420,3822385,3484,8651,1053,0,0,normal
2346611469,820420302,11513552,3574447,3708,1291026,1226540,382,12125,79,12057,10439832,2676454,5425,11363198,11360547,3822504,3484,8651,1053,0,0,normal
2346660475,820441408,11513647,3574533,3708,1291105,1226618,382,12125,81,12059,10439906,2676536,5425,11363356,11360705,3822661,3484,8651,1053,0,0,normal
2346709409,820534568,11513848,3574724,3708,1291199,1226713,382,12126,79,12061,10440004,2676630,5425,11363527,11360876,3822811,3484,8651,1053,0,0,normal
2346714716,820539987,11513873,3574748,3708,1291226,1226742,382,12127,79,12061,10440052,2676679,5425,11363605,11360954,3822891,3484,8651,1053,0,0,normal
2346718818,820543031,11513900,3574773,3712,1291257,1226771,382,12127,79,12065,10440125,2676751,5425,11363697,11361046,3822983,3484,8651,1053,0,0,normal
2346744973,820586421,11514007,3574876,3712,1291331,1226854,382,12127,78,12065,10440196,2676811,5425,11363963,11361312,3823238,3484,8651,1053,0,0,normal
2347385630,820640065,11514669,3575329,3716,1292015,1227483,382,12127,78,12069,10440267,2676882,5425,11364728,11362077,3823926,3484,8651,1053,0,0,normal
2349313966,820706962,11516303,3576007,3716,1292657,1228090,382,12127,78,12069,10440385,2676948,5425,11365565,11362914,3824738,3484,8651,1053,0,0,normal
2350501517,820780890,11517391,3576553,3716,1292987,1228422,382,12128,79,12072,10440502,2677032,5425,11365730,11363079,3824893,3484,8651,1053,0,0,normal
2350749216,820833201,11517651,3576694,3716,1293022,1228456,382,12128,78,12072,10440816,2677235,5425,11366103,11363452,3825150,3484,8651,1053,0,0,normal
2350786298,820879594,11517808,3576829,3716,1293092,1228523,382,12128,79,12073,10440975,2677344,5425,11366269,11363618,3825303,3484,8651,1053,0,0,normal
2350825254,820926386,11517949,3576963,3716,1293181,1228622,385,12128,85,12077,10441087,2677423,5425,11366412,11363761,3825445,3484,8651,1053,0,0,normal
2350835113,820936981,11517998,3577006,3752,1293351,1228793,388,12129,79,12112,10441185,2677497,5425,11366596,11363945,3825629,3484,8651,1053,0,0,normal
2350864434,820962170,11518074,3577067,3764,1293408,1228855,388,12129,79,12124,10441275,2677559,5425,11366694,11364043,3825729,3484,8651,1053,0,0,normal
2350872679,820972596,11518120,3577111,3772,1293446,1228894,388,12129,79,12132,10441341,2677625,5425,11366791,11364140,3825824,3484,8651,1053,0,0,normal
2350887675,821023495,11518227,3577225,3772,1293516,1228978,388,12129,79,12132,10441406,2677692,5425,11366940,11364289,3825968,3484,8651,1053,0,0,normal
2350903785,821040689,11518292,3577285,3780,1293564,1229026,388,12129,79,12140,10441473,2677759,5425,11367041,11364390,3826065,3484,8651,1053,0,0,normal
2350914292,821050733,11518357,3577334,3780,1293588,1229052,388,12129,79,12140,10441569,2677830,5425,11367139,11364488,3826162,3484,8651,1053,0,0,normal
2350935845,821068290,11518435,3577404,3780,1293641,1229104,388,12130,79,12142,10441636,2677896,5425,11367263,11364612,3826277,3484,8651,1053,0,0,normal
2350941024,821073766,11518470,3577436,3780,1293665,1229129,388,12130,79,12142,10441684,2677946,5425,11367329,11364678,3826346,3484,8651,1053,0,0,normal
2350944234,821076498,11518494,3577468,3780,1293685,1229149,388,12130,79,12142,10441729,2677993,5425,11367403,11364752,3826419,3484,8651,1053,0,0,normal
2350952190,821085900,11518549,3577504,3788,1293726,1229191,388,12130,79,12150,10441827,2678090,5425,11367532,11364881,3826545,3484,8651,1053,0,0,normal
2350992378,821130209,11518618,3577577,3792,1293764,1229228,388,12131,78,12154,10441885,2678147,5425,11367624,11364973,3826634,3484,8651,1053,0,0,normal
2350999716,821138434,11518679,3577628,3792,1293781,1229246,388,12132,78,12154,10441953,2678216,5425,11367708,11365057,3826719,3484,8651,1053,0,0,normal
2351014111,821156945,11518724,3577668,3792,1293811,1229278,388,12132,77,12154,10442035,2678299,5425,11367821,11365170,3826832,3484,8651,1053,0,0,normal
2351033428,821176675,11518789,3577730,3792,1293851,1229319,388,12133,77,12155,10442091,2678354,5425,11367920,11365269,3826929,3484,8651,1053,0,0,normal
2351045064,821188078,11518872,3577806,3792,1293881,1229350,388,12133,77,12155,10442159,2678423,5425,11368020,11365369,3827026,3484,8651,1053,0,0,normal
2351056170,821201861,11518915,3577844,3792,1293908,1229379,388,12133,77,12155,10442230,2678479,5425,11368109,11365458,3827113,3484,8651,1053,0,0,normal
2351060463,821207650,11518946,3577876,3792,1293929,1229402,388,12135,77,12155,10442300,2678539,5425,11368196,11365545,3827199,3484,8651,1053,0,0,normal
2351066500,821210601,11518978,3577907,3796,1293959,1229430,388,12135,77,12159,10442419,2678584,5425,11368285,11365634,3827267,3484,8651,1053,0,0,normal
2351083431,821218433,11519063,3577929,3800,1293993,1229466,388,12135,77,12163,10442567,2678651,5425,11368420,11365769,3827379,3484,8651,1053,0,0,normal
2351109375,821248345,11519154,3577999,3804,1294038,1229510,388,12136,78,12168,10442630,2678709,5425,11368498,11365847,3827456,3484,8651,1053,0,0,normal
2351115813,821255121,11519186,3578026,3804,1294072,1229544,388,12136,78,12168,10442695,2678772,5425,11368596,11365945,3827551,3484,8651,1053,0,0,normal
2351134082,821274530,11519279,3578108,3804,1294105,1229573,388,12136,77,12168,10442760,2678837,5425,11368691,11366040,3827640,3484,8651,1053,0,0,normal
2351140965,821280710,11519317,3578142,3804,1294131,1229600,388,12136,77,12168,10442815,2678891,5425,11368774,11366123,3827721,3484,8651,1053,0,0,normal
2351163151,821298863,11519379,3578191,3806,1294157,1229625,388,12137,76,12168,10442898,2678967,5425,11368888,11366237,3827827,3484,8651,1053,0,0,normal
2351179295,821316061,11519454,3578260,3806,1294201,1229669,388,12137,76,12169,10442961,2679031,5425,11368994,11366343,3827929,3484,8651,1053,0,0,normal
2351183997,821323192,11519488,3578295,3806,1294234,1229701,388,12138,76,12169,10443006,2679080,5425,11369069,11366418,3828006,3484,8651,1053,0,0,normal
2351188131,821325168,11519515,3578312,3814,1294268,1229735,388,12138,75,12177,10443114,2679129,5425,11369162,11366511,3828084,3484,8651,1053,0,0,normal
2351198134,821329011,11519593,3578356,3814,1294280,1229748,388,12138,75,12177,10443198,2679193,5425,11369243,11366592,3828160,3484,8651,1053,0,0,normal
2351217388,821347372,11519629,3578384,3818,1294308,1229775,388,12138,75,12181,10443278,2679251,5425,11369377,11366726,3828281,3484,8651,1053,0,0,normal
2351232289,821365671,11519696,3578448,3818,1294374,1229839,388,12140,78,12184,10443354,2679323,5425,11369471,11366820,3828376,3484,8651,1053,0,0,normal
2351251492,821389776,11519752,3578503,3818,1294392,1229856,388,12140,78,12184,10443421,2679391,5425,11369560,11366909,3828463,3484,8651,1053,0,0,normal
2351258536,821400768,11519811,3578548,3818,1294424,1229887,388,12141,78,12184,10443479,2679448,5425,11369652,11367001,3828550,3484,8651,1053,0,0,normal
2351268807,821413569,11519859,3578592,3818,1294478,1229950,388,12141,79,12185,10443544,2679506,5425,11369853,11367202,3828742,3484,8651,1053,0,0,normal
2352113575,821508975,11520794,3579154,3818,1295098,1230530,388,12141,79,12185,10443591,2679553,5425,11370596,11367945,3829434,3484,8651,1053,0,0,normal
2353462336,821578666,11521942,3579651,3822,1295846,1231265,388,12142,81,12191,10443694,2679650,5425,11371555,11368904,3830374,3484,8651,1053,0,0,normal
2355623446,821730684,11523719,3580376,3826,1296186,1231606,388,12142,81,12196,10443796,2679784,5425,11371726,11369075,3830579,3484,8651,1053,0,0,normal
2355642728,821762645,11523807,3580454,3830,1296217,1231638,388,12142,81,12200,10443883,2679856,5425,11371826,11369175,3830672,3484,8651,1053,0,0,normal
2355678131,821778532,11523881,3580511,3830,1296241,1231664,388,12146,81,12200,10443974,2679935,5425,11371930,11369279,3830769,3484,8651,1053,0,0,normal
2355683650,821800241,11524002,3580586,3830,1296270,1231691,388,12147,81,12201,10444059,2680016,5425,11372046,11369395,3830876,3484,8651,1053,0,0,normal
2355702168,821805164,11524036,3580606,3830,1296303,1231729,388,12147,81,12201,10444149,2680101,5425,11372171,11369520,3830992,3484,8651,1053,0,0,normal
2355725655,821853734,11524132,3580691,3830,1296324,1231750,388,12147,81,12201,10444205,2680158,5425,11372244,11369593,3831064,3484,8651,1053,0,0,normal
2355738983,821886921,11524186,3580757,3830,1296409,1231850,391,12148,87,12205,10444293,2680221,5425,11372353,11369702,3831173,3484,8651,1053,0,0,normal
2355750950,821890407,11524240,3580784,3836,1296469,1231913,391,12148,80,12209,10444390,2680265,5425,11372448,11369797,3831261,3484,8651,1053,0,0,normal
2355763867,821899138,11524365,3580826,3848,1296528,1231967,391,12148,80,12221,10444441,2680311,5425,11372530,11369879,3831335,3484,8651,1053,0,0,normal
2355767375,821900139,11524399,3580836,3852,1296553,1231993,391,12148,80,12225,10444515,2680384,5425,11372627,11369976,3831430,3484,8651,1053,0,0,normal
2355792825,821966232,11524538,3580942,3852,1296616,1232055,391,12150,81,12226,10444581,2680447,5425,11372759,11370108,3831542,3484,8651,1053,0,0,normal
2355819086,821988080,11524626,3581010,3852,1296648,1232089,391,12151,81,12227,10444731,2680536,5425,11372891,11370240,3831669,3484,8651,1053,0,0,normal
2355833758,822000835,11524688,3581084,3852,1296676,1232117,391,12152,81,12227,10444819,2680619,5425,11373009,11370358,3831788,3484,8651,1053,0,0,normal
2355859297,822033296,11524784,3581140,3852,1296697,1232138,391,12152,81,12227,10444920,2680704,5425,11373113,11370462,3831889,3484,8651,1053,0,0,normal
2355879536,822061030,11524887,3581227,3852,1296744,1232186,391,12153,82,12228,10444983,2680762,5425,11373215,11370564,3831984,3484,8651,1053,0,0,normal
2355888471,822077892,11524930,3581266,3852,1296778,1232220,391,12155,82,12228,10445050,2680831,5425,11373323,11370672,3832096,3484,8651,1053,0,0,normal
2355897386,822086938,11524985,3581311,3860,1296823,1232264,391,12156,82,12236,10445106,2680880,5425,11373402,11370751,3832178,3484,8651,1053,0,0,normal
2355904633,822095461,11525014,3581350,3864,1296864,1232310,391,12161,78,12240,10445188,2680959,5425,11373523,11370872,3832296,3484,8651,1053,0,0,normal
2355925001,822120075,11525085,3581412,3864,1296882,1232328,391,12162,78,12240,10445240,2681003,5425,11373589,11370938,3832359,3484,8651,1053,0,0,normal
2355928647,822124554,11525112,3581435,3864,1296905,1232353,391,12162,78,12240,10445286,2681049,5425,11373658,11371007,3832427,3484,8651,1053,0,0,normal
2355938644,822135782,11525165,3581471,3864,1296937,1232382,391,12162,78,12240,10445368,2681131,5425,11373781,11371130,3832543,3484,8651,1053,0,0,normal
2355947012,822148601,11525235,3581528,3864,1296972,1232419,391,12162,78,12241,10445419,2681177,5425,11373860,11371209,3832619,3484,8651,1053,0,0,normal
2355964827,822162450,11525294,3581572,3864,1296995,1232443,391,12162,77,12241,10445513,2681233,5425,11373949,11371298,3832695,3484,8651,1053,0,0,normal
2355972827,822166222,11525340,3581603,3864,1297039,1232487,391,12162,77,12241,10445579,2681286,5425,11374051,11371400,3832788,3484,8651,1053,0,0,normal
2355981401,822175928,11525405,3581645,3872,1297091,1232532,391,12163,77,12249,10445651,2681330,5425,11374147,11371496,3832871,3484,8651,1053,0,0,normal
2355986944,822180987,11525451,3581673,3872,1297101,1232543,391,12163,77,12249,10445736,2681395,5425,11374222,11371571,3832943,3484,8651,1053,0,0,normal
2355996987,822188159,11525505,3581752,3876,1297142,1232588,391,12165,77,12253,10445828,2681464,5425,11374337,11371686,3833053,3484,8651,1053,0,0,normal
2356018458,822220536,11525582,3581777,3876,1297159,1232604,391,12166,76,12253,10445940,2681523,5425,11374439,11371788,3833135,3484,8651,1053,0,0,normal
2356034530,822226115,11525661,3581807,3876,1297185,1232630,391,12167,76,12253,10446098,2681593,5425,11374542,11371891,3833231,3484,8651,1053,0,0,normal
2356049963,822242108,11525720,3581857,3876,1297210,1232655,391,12167,76,12253,10446183,2681668,5425,11374632,11371981,3833324,3484,8651,1053,0,0,normal
2356076166,822268377,11525819,3581949,3876,1297239,1232698,391,12167,76,12256,10446269,2681734,5425,11374738,11372087,3833437,3484,8651,1053,0,0,normal
2356090960,822281090,11525869,3581996,3876,1297273,1232735,391,12167,76,12256,10446327,2681792,5425,11374830,11372179,3833524,3484,8651,1053,0,0,normal
2356094026,822282171,11525891,3582007,3876,1297289,1232751,391,12167,76,12256,10446381,2681842,5425,11374920,11372269,3833612,3484,8651,1053,0,0,normal
2356110554,822300229,11525966,3582068,3884,1297355,1232817,391,12167,76,12265,10446430,2681886,5425,11375006,11372355,3833689,3484,8651,1053,0,0,normal
2356114049,822308371,11525990,3582089,3888,1297386,1232848,391,12167,76,12269,10446486,2681942,5425,11375093,11372442,3833771,3484,8651,1053,0,0,normal
2356146047,822353212,11526113,3582212,3888,1297464,1232933,391,12167,77,12271,10446559,2682012,5425,11375237,11372586,3833914,3484,8651,1053,0,0,normal
2356151544,822358376,11526152,3582242,3888,1297501,1232970,391,12167,77,12271,10446625,2682058,5425,11375319,11372668,3833992,3484,8651,1053,0,0,normal
2356161538,822369514,11526200,3582278,3888,1297559,1233028,391,12167,78,12272,10446703,2682130,5425,11375468,11372817,3834132,3484,8651,1053,0,0,normal
2356180588,822394898,11526321,3582391,3888,1297582,1233052,391,12167,78,12272,10446794,2682219,5425,11375568,11372917,3834232,3484,8651,1053,0,0,normal
2356199892,822409503,11526369,3582435,3888,1297606,1233076,391,12167,78,12272,10446863,2682292,5425,11375663,11373012,3834329,3484,8651,1053,0,0,normal
2356211101,822425346,11526400,3582471,3888,1297621,1233090,391,12167,78,12272,10446926,2682368,5425,11375741,11373090,3834415,3484,8651,1053,0,0,normal
2356222183,822437803,11526436,3582509,3896,1297659,1233127,391,12167,78,12280,10446993,2682431,5425,11375838,11373187,3834507,3484,8651,1053,0,0,normal
2356230246,822450311,11526483,3582553,3896,1297673,1233141,391,12167,78,12280,10447043,2682486,5425,11375907,11373256,3834578,3484,8651,1053,0,0,normal
2356235334,822457677,11526515,3582590,3900,1297712,1233184,391,12168,78,12285,10447104,2682541,5425,11376006,11373355,3834673,3484,8651,1053,0,0,normal
2356260186,822477462,11526602,3582662,3900,1297747,1233221,391,12169,78,12286,10447173,2682613,5425,11376108,11373457,3834785,3484,8651,1053,0,0,normal
2356300902,822510410,11526695,3582750,3900,1297792,1233268,391,12171,78,12288,10447259,2682693,5425,11376247,11373596,3834920,3484,8651,1053,0,0,normal
2356322780,822535752,11526774,3582825,3900,1297844,1233321,391,12171,78,12289,10447378,2682803,5425,11376411,11373760,3835067,3484,8651,1053,0,0,normal
2356372905,822598193,11526894,3582932,3900,1297865,1233349,391,12172,78,12289,10447464,2682883,5425,11376514,11373863,3835173,3484,8651,1053,0,0,normal
2356383941,822612516,11526941,3582986,3900,1297900,1233393,391,12172,78,12290,10447532,2682954,5425,11376615,11373964,3835281,3484,8651,1053,0,0,normal
2356396263,822630030,11526996,3583038,3908,1297942,1233433,391,12172,78,12298,10447593,2683015,5425,11376711,11374060,3835376,3484,8651,1053,0,0,normal
2356408897,822646247,11527047,3583088,3908,1297979,1233480,391,12174,78,12300,10447703,2683065,5425,11376812,11374161,3835467,3484,8651,1053,0,0,normal
2356424934,822664135,11527128,3583134,3908,1298000,1233504,391,12176,78,12301,10447773,2683117,5425,11376897,11374246,3835548,3484,8651,1053,0,0,normal
2356432164,822674198,11527176,3583163,3912,1298038,1233554,391,12176,78,12306,10447826,2683169,5425,11377004,11374353,3835659,3484,8651,1053,0,0,normal
2356448323,822722083,11527314,3583275,3912,1298099,1233624,391,12176,78,12307,10447963,2683254,5425,11377137,11374486,3835782,3484,8651,1053,0,0,normal
2356479486,822746009,11527356,3583326,3912,1298131,1233658,391,12177,77,12307,10448078,2683367,5425,11377298,11374647,3835947,3484,8651,1053,0,0,normal
2356514350,822783095,11527465,3583429,3912,1298162,1233691,391,12178,78,12308,10448122,2683419,5425,11377356,11374705,3836007,3484,8651,1053,0,0,normal
2356518275,822793408,11527490,3583472,3912,1298179,1233709,391,12180,78,12308,10448181,2683492,5425,11377434,11374783,3836100,3484,8651,1053,0,0,normal
2356535737,822808782,11527566,3583539,3912,1298217,1233745,391,12182,78,12309,10448311,2683565,5425,11377570,11374919,3836226,3484,8651,1053,0,0,normal
2356561366,822831522,11527657,3583603,3913,1298406,1233940,398,12182,90,12317,10448370,2683614,5425,11377710,11375059,3836361,3484,8651,1053,0,0,normal
2356566523,822836528,11527685,3583626,3941,1298524,1234061,398,12182,77,12341,10448426,2683664,5425,11377834,11375183,3836484,3484,8651,1053,0,0,normal
2356573962,822839459,11527725,3583657,3957,1298575,1234111,398,12182,77,12357,10448551,2683715,5425,11377935,11375284,3836568,3484,8651,1053,0,0,normal
2356588100,822856470,11527794,3583698,3965,1298623,1234164,398,12183,76,12365,10448662,2683798,5425,11378060,11375409,3836689,3484,8651,1053,0,0,normal
2356610577,822923742,11527905,3583802,3965,1298694,1234236,399,12183,79,12367,10448764,2683901,5425,11378227,11375576,3836836,3484,8651,1053,0,0,normal
2356634453,822951878,11527987,3583871,3981,1298792,1234334,401,12184,77,12383,10448826,2683956,5425,11378321,11375670,3836929,3484,8651,1053,0,0,normal
2356671641,822995386,11528075,3583952,3989,1298836,1234379,401,12185,77,12391,10448905,2684039,5425,11378437,11375786,3837048,3484,8651,1053,0,0,normal
2356688827,823003825,11528127,3583996,3993,1298887,1234432,401,12185,77,12396,10448956,2684092,5425,11378532,11375881,3837151,3484,8651,1053,0,0,normal
2356704553,823018976,11528171,3584115,3993,1298958,1234512,401,12185,78,12397,10449027,2684168,5425,11378693,11376042,3837293,3484,8651,1053,0,0,normal
2356754286,823119840,11528369,3584228,4001,1299069,1234630,401,12187,79,12408,10449155,2684230,5425,11378854,11376203,3837442,3484,8651,1053,0,0,normal
2356769634,823126587,11528419,3584267,4001,1299094,1234658,401,12188,79,12408,10449222,2684285,5425,11378940,11376289,3837522,3484,8651,1053,0,0,normal
2356774344,823134613,11528459,3584293,4001,1299116,1234682,401,12188,79,12408,10449266,2684329,5425,11379008,11376357,3837588,3484,8651,1053,0,0,normal
2356870794,823178915,11528600,3584404,4001,1299384,1234862,401,12188,79,12408,10449324,2684391,5425,11379499,11376848,3837983,3484,8651,1053,0,0,normal
2357665891,823267588,11529984,3585131,4005,1300041,1235501,401,12188,79,12412,10449424,2684487,5425,11380226,11377575,3838670,3484,8651,1053,0,0,normal
2359824673,823311138,11531276,3585569,4005,1300477,1235908,401,12189,79,12412,10449474,2684541,5425,11380584,11377933,3839016,3484,8651,1053,0,0,normal
2359833407,823332923,11531350,3585649,4005,1300503,1235936,401,12190,79,12413,10449556,2684626,5425,11380690,11378039,3839129,3484,8651,1053,0,0,normal
2359858574,823364073,11531435,3585733,4005,1300625,1236066,404,12191,85,12416,10449625,2684694,5425,11380828,11378177,3839263,3484,8651,1053,0,0,normal
2359902152,823407946,11531562,3585848,4005,1300787,1236236,407,12191,91,12419,10449685,2684746,5425,11381186,11378535,3839602,3484,8651,1053,0,0,normal
2360655224,823463688,11532862,3586506,4005,1301510,1236943,407,12191,92,12421,10449809,2684808,5425,11381945,11379294,3840338,3484,8651,1053,0,0,normal
2362825469,823543880,11534223,3587002,4005,1302088,1237529,407,12191,92,12421,10449915,2684877,5425,11382452,11379801,3840811,3484,8651,1053,0,0,normal
2362949187,823621875,11534452,3587162,4005,1302207,1237647,407,12191,93,12422,10450016,2684947,5425,11382614,11379963,3840967,3484,8651,1053,0,0,normal
2362961713,823644940,11534513,3587220,4026,1302600,1238046,415,12191,95,12447,10450095,2685018,5425,11382821,11380170,3841176,3484,8651,1053,0,0,normal
2362976070,823655431,11534584,3587273,4026,1302673,1238120,415,12191,95,12447,10450149,2685071,5425,11382930,11380279,3841283,3484,8651,1053,0,0,normal
2363016742,823701433,11534661,3587338,4026,1302728,1238176,415,12191,95,12447,10450244,2685163,5425,11383064,11380413,3841416,3484,8651,1053,0,0,normal
2363023334,823703649,11534718,3587383,4026,1302806,1238255,415,12191,94,12447,10450305,2685221,5425,11383178,11380527,3841526,3484,8651,1053,0,0,normal
2363044961,823760979,11534788,3587447,4026,1302912,1238367,415,12191,94,12447,10450355,2685266,5425,11383309,11380658,3841638,3484,8651,1053,0,0,normal
2363055252,823767078,11534849,3587479,4026,1302976,1238431,415,12191,94,12447,10450476,2685326,5425,11383427,11380776,3841741,3484,8651,1053,0,0,normal
2363058709,823773440,11534907,3587518,4026,1303062,1238515,415,12192,94,12448,10450520,2685370,5425,11383542,11380891,3841856,3484,8651,1053,0,0,normal
2363068605,823783201,11534953,3587556,4026,1303157,1238612,415,12192,94,12449,10450587,2685441,5425,11383676,11381025,3841987,3484,8651,1053,0,0,normal
2363096557,823827140,11535063,3587661,4026,1303264,1238723,415,12192,94,12449,10450682,2685529,5425,11383848,11381197,3842144,3484,8651,1053,0,0,normal
2363116431,823849817,11535137,3587725,4026,1303324,1238784,415,12193,94,12449,10450730,2685578,5425,11383953,11381302,3842250,3484,8651,1053,0,0,normal
2363123402,823857720,11535187,3587771,4026,1303416,1238874,415,12193,93,12449,10450783,2685634,5425,11384078,11381427,3842371,3484,8651,1053,0,0,normal
