ifInOctets11,ifOutOctets11,ifInUcastPkts11,ifOutUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,icmpInMsgs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,target
1833690740,113831749,1441791,548309,3,4,0,0,0,0,0,70,116,3,200,107,180,9,35,32,3,3,normal
-3147254461,-4222178900,908207,358000,2,2,0,0,0,0,0,87,119,4,243,147,177,11,31,25,6,6,normal
455694717,39379288,381969,145296,1,1,0,0,0,0,0,46,84,2,175,84,163,12,33,28,4,4,normal
921276639,106072619,1290193,497894,3,7,3,1,0,0,0,120,166,3,272,180,245,10,35,30,5,5,normal
1611216075,78418783,997583,377234,6,11,3,1,0,0,0,290,333,2,488,358,388,11,29,26,4,4,normal
-3408268965,36050786,424290,182632,8,9,0,0,0,0,0,59,102,1,231,128,179,12,36,30,5,5,normal
1332326967,70408543,1022208,443917,7,7,0,0,0,0,0,76,124,2,234,117,179,11,29,25,4,4,normal
1540045439,92337011,1207605,490647,3,5,0,0,0,0,0,78,111,5,301,162,187,7,26,25,1,1,normal
1321934506,78200631,1025218,408504,6,15,6,2,0,0,0,50,98,1,195,103,191,11,50,45,4,4,normal
-3589232203,53754063,571252,229516,6,6,0,0,0,0,0,80,118,2,308,109,220,7,70,69,3,3,normal
1464584700,105951917,1170508,485069,8,9,0,0,0,0,0,417,540,6,813,722,880,10,45,42,1,1,normal
595631982,38695204,488285,190118,3,2,0,0,0,0,0,2867,2891,1,3002,2883,2970,8,84,83,1,1,normal
1097871637,65537501,873447,337049,3,7,3,1,0,0,0,1928,1887,2,1960,1756,1743,8,35,30,2,2,normal
-3513210386,51223947,639369,353276,0,4,3,1,0,0,0,690,775,3,986,926,1055,10,32,29,3,3,normal
1638756509,90197550,1255267,394018,2,3,0,0,0,0,0,2908,2939,0,3120,2977,2979,7,18,17,1,1,httpFlood
1066663116,60874112,834713,338544,6,8,0,0,0,0,0,1827,1838,2,1816,1666,1698,9,21,19,2,2,httpFlood
559077769,36226296,445240,189642,6,7,0,0,0,0,0,58,89,4,217,124,161,7,30,33,1,1,normal
-2819370453,120325952,1207773,495503,1,10,6,2,0,0,0,73,116,1,265,116,177,9,39,31,3,3,normal
870206341,67489966,696451,299305,3,4,0,0,0,0,0,76,117,3,250,146,188,9,26,24,2,2,normal
894291475,61215573,688599,328114,6,9,0,0,0,0,0,53,84,6,246,129,163,13,32,26,6,6,normal
1318420005,102464474,1070419,459159,2,1,0,0,0,0,0,71,118,0,216,107,181,7,30,29,4,4,normal
-3071624566,80139093,953020,376017,5,9,3,1,0,0,0,83,116,2,233,128,190,11,33,28,2,2,normal
1050635818,68910910,825388,381681,3,8,3,1,0,0,0,301,349,3,432,328,414,7,37,37,0,0,normal
888351600,63027534,713837,289927,2,2,0,0,0,0,0,81,125,2,208,110,195,7,35,41,1,1,normal
1136043573,67759082,1089924,373597,4,5,0,0,0,0,0,82,126,2,332,169,203,8,33,25,2,2,normal
-3516479669,58475124,427485,140548,4,4,0,0,0,0,0,70,103,4,263,93,167,8,30,29,1,1,normal
903532349,98335748,1126236,417919,5,11,3,1,0,0,0,89,129,1,343,127,227,9,66,64,1,1,normal
1221728134,58972270,612412,249039,6,11,3,1,0,0,0,73,111,2,348,155,218,9,67,64,3,3,normal
635751675,59364638,522635,232038,4,4,0,0,0,0,0,68,87,6,216,98,169,13,43,37,6,7,normal
1008777717,62804618,798882,312191,5,5,0,0,0,0,0,82,132,1,226,116,198,9,33,30,3,2,normal
-3498712314,45768530,632369,481743,6,7,0,0,0,0,0,60,98,5,218,107,179,12,41,34,6,6,normal
1443320662,133060635,1186645,216342,2,11,6,2,0,0,0,324,353,2,458,359,426,11,44,46,4,4,normal
793906296,47218136,620232,256892,5,5,0,0,0,0,0,333,388,2,635,527,588,13,45,32,7,7,normal
678098459,42792840,1128193,434746,3,4,0,0,0,0,0,344,365,1,498,300,384,14,67,61,6,6,normal
-2937542588,85721557,510469,178571,2,2,0,0,0,0,0,98,114,5,357,143,219,10,101,97,4,4,normal
696772723,53089735,573116,201977,3,7,3,1,0,0,0,74,110,1,343,119,271,15,114,106,8,9,normal
689748238,42597900,550661,208203,3,8,3,1,0,0,0,62,95,2,325,119,250,16,119,109,10,10,normal
1396450582,75380118,1103107,374984,5,5,0,0,0,0,0,81,109,6,346,109,256,19,116,103,12,11,normal
876119962,53261382,718549,232064,6,7,0,0,0,0,0,77,113,1,316,121,264,12,114,108,7,7,normal
-3793064946,27378206,406967,131573,3,4,0,0,0,0,0,53,88,2,386,172,262,16,132,123,8,8,normal
1592037428,84860626,1255450,451921,6,10,6,2,0,0,0,299,375,2,556,364,523,7,123,122,1,1,normal
899852636,52239254,729568,239368,3,7,0,0,0,0,0,115,122,6,272,118,261,8,100,99,1,1,normal
